Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,OwnerUserId,OwnerDisplayName,LastEditorUserId,LastEditorDisplayName,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,ContentLicense,Body_new
54709373,1,54744520.0,,2019-02-15 12:25:50,,0,279,"<p>I came across the article : <a href=""https://cloudplatform.googleblog.com/2018/07/bringing-the-best-of-serverless-to-you.html"" rel=""nofollow noreferrer"">Bringing the best of serverless to you</a>
where I came to know about upcoming product called <strong>Serverless containers on Cloud Functions</strong> which is currently in Alpha.</p>

<p>As described in the article:</p>

<blockquote>
  <p>Today, we’re also introducing serverless containers, which allow you
  to run container-based workloads in a fully managed environment and
  still only pay for what you use.</p>
</blockquote>

<p>and in <a href=""https://cloud.google.com/serverless/"" rel=""nofollow noreferrer"">GCP solutions page</a></p>

<blockquote>
  <p>Serverless containers on Cloud Functions enables you to run your own containerized workloads on
  GCP with all the benefits of serverless. And you will still pay only
  for what you use. If you are interested in learning more about
  serverless containers, please sign up for the alpha.</p>
</blockquote>

<p>So my question is <strong>how this serverless containers different from app engine flexible with custom runtime, which also use a docker file?</strong></p>

<p>And it's my suspicion, since mentioned named is <strong>Serverless containers on Cloud Functions</strong>, the differentiation may include role of cloud functions. If so what is the role played by cloud functions in the serverless containers?</p>

<p>Please clarify.</p>
",7356355.0,,7356355.0,,2019-02-18 12:04:57,2019-03-08 17:49:32,What is the difference between Serverless containers and App Engine flexible with custom runtimes?,<containers><serverless><app-engine-flexible>,2,0,,,,CC BY-SA 4.0,I came across the article :  where I came to know about upcoming product called Serverless containers on Cloud Functions which is currently in Alpha  As described in the article:  Today  we’re also introducing serverless containers  which allow you   to run container-based workloads in a fully managed environment and   still only pay for what you use   and in   Serverless containers on Cloud Functions enables you to run your own containerized workloads on   GCP with all the benefits of serverless  And you will still pay only   for what you use  If you are interested in learning more about   serverless containers  please sign up for the alpha   So my question is how this serverless containers different from app engine flexible with custom runtime  which also use a docker file  And its my suspicion  since mentioned named is Serverless containers on Cloud Functions  the differentiation may include role of cloud functions  If so what is the role played by cloud functions in the serverless containers  Please clarify  
54805578,1,54806240.0,,2019-02-21 11:04:17,,1,291,"<p>I have an application which needs to read data from AWS dynamodb table every 5 seconds.
Currently I fetch the data using lambda, and then getting the data from dynamodb back to the user. </p>

<p>The problem with querying the table every 5 seconds is that it can have performance affect and moreover there is a pricing issue. (Most of the time the data might not even be changed at all but when it is changed I want to be notified it immediately).</p>

<p>An important clarification is that my app sits outsite of AWS, and only access the AWS dynamodb to get data (using simple http request built with c#).</p>

<p>Is there any way I can get a notification to my app when a new data is inserted into dynamodb? </p>
",1779053.0,,,,,2019-02-21 11:53:57,AWS Real time data fetching,<amazon-web-services><aws-lambda><amazon-dynamodb>,3,0,,,,CC BY-SA 4.0,I have an application which needs to read data from AWS dynamodb table every 5 seconds  Currently I fetch the data using lambda  and then getting the data from dynamodb back to the user   The problem with querying the table every 5 seconds is that it can have performance affect and moreover there is a pricing issue  (Most of the time the data might not even be changed at all but when it is changed I want to be notified it immediately)  An important clarification is that my app sits outsite of AWS  and only access the AWS dynamodb to get data (using simple http request built with c#)  Is there any way I can get a notification to my app when a new data is inserted into dynamodb   
36627575,1,36627799.0,,2016-04-14 15:27:34,,0,942,"<p>AWS Lambda functions are supposed to respond quickly to events. I would like to create a function that fires off a quick request to a slow API, and then terminates without waiting for a response. Later, when a response comes back, I would like a different Lambda function to handle the response. I know this sounds kind of crazy, when you think about what AWS would have to do to hang on to an open connection from one Lambda function and then send the response to another, but this seems to be very much in the spirit of how Lambda was designed to be used.</p>

<p>Ideas:</p>

<ul>
<li>Send messages to an SQS queue that represent a request to be made. Have some kind of message/HTTP proxy type service on an EC2 / EB cluster listen to the queue and actually make the HTTP requests. It would put response objects on another queue, tagged to identify the associated request, if necessary. This feels like a lot of complexity for something that would be trivial for a traditional service.</li>
<li>Just live with it. Lambda functions are allowed to run for 60 seconds, and these API calls that I make don't generally take longer than 10 seconds. Not sure how costly it would to have LFs spend 95% of their running time waiting on a response, but ""waiting"" isn't what LFs are for.</li>
<li>Don't use Lambda for anything that interacts with 3rd party APIs that aren't lightning fast :( That is what most of my projects do these days, though.</li>
</ul>
",410023.0,,410023.0,,2016-04-14 15:36:37,2016-04-14 15:37:15,"Is it possible to make an HTTP request from one Lambda function, and handle the response in another?",<amazon-web-services><aws-lambda>,1,8,,,,CC BY-SA 3.0,AWS Lambda functions are supposed to respond quickly to events  I would like to create a function that fires off a quick request to a slow API  and then terminates without waiting for a response  Later  when a response comes back  I would like a different Lambda function to handle the response  I know this sounds kind of crazy  when you think about what AWS would have to do to hang on to an open connection from one Lambda function and then send the response to another  but this seems to be very much in the spirit of how Lambda was designed to be used  Ideas:  Send messages to an SQS queue that represent a request to be made  Have some kind of message/HTTP proxy type service on an EC2 / EB cluster listen to the queue and actually make the HTTP requests  It would put response objects on another queue  tagged to identify the associated request  if necessary  This feels like a lot of complexity for something that would be trivial for a traditional service  Just live with it  Lambda functions are allowed to run for 60 seconds  and these API calls that I make dont generally take longer than 10 seconds  Not sure how costly it would to have LFs spend 95% of their running time waiting on a response  but waiting isnt what LFs are for  Dont use Lambda for anything that interacts with 3rd party APIs that arent lightning fast :( That is what most of my projects do these days  though   
59135114,1,59145546.0,,2019-12-02 08:33:54,,2,629,"<p>I have a WebSocket API hosted on AWS using the serverless framework. </p>

<p>The problem is that I am seeing 150k logs every minute, and it is costing a bunch.</p>

<p>The following log groups are the problem:</p>

<ul>
<li>/aws/apigateway/mzl9lpgzn0/production</li>
<li>API-Gateway-Execution-Logs_xkkvpjzgqj/production</li>
</ul>

<p>I have followed their docs to disable logs like so, but it is showing an error.</p>

<pre><code>service: BotBindSocketAPI

custom:
  customDomain:
    - domainName: ${ssm:/botapi/${opt:stage}/wsName}
      stage: ${opt:stage}
      websocket: true

provider:
  name: aws
  runtime: nodejs10.x
  stage: ${opt:stage}
  region: us-east-1
  logRetentionInDays: 7
  logs:
    restApi:
      accessLogging: false
      executionLogging: false
      level: ERROR
      fullExecutionData: true
    websocket: false
    frameworkLambda: false
  iamRoleStatements:
    - Effect: Allow
      Action:
        - ""execute-api:ManageConnections""
      Resource:
        - ""arn:aws:execute-api:*:*:**/@connections/*""
    - Effect: Allow
      Action:
        - ""s3:GetObject""
        - ""s3:PutObject""
      Resource:
        - ""arn:aws:s3:::botbind-addons/*""
  vpc:
    truncated

functions:
  websocketHandler:
    handler: handler.websocketHandler
    events:
      - websocket:
          route: $connect
          authorizer: authHandler
      - websocket:
          route: $disconnect
      - websocket:
          route: $default
      - websocket:
          route: ping
      - websocket:
          route: getBot
  authHandler:
    handler: handler.authHandler

plugins:
  - serverless-offline
  - serverless-domain-manager
</code></pre>

<p>Error: </p>

<pre><code>Serverless Error ---------------------------------------

An error occurred: WebsocketsDeploymentStage - The following context variables are not supported: [$context.status] (Service: AmazonApiGatewayV2; Status Code: 400; Error Code: BadRequestException; Request ID: 4a522b6c-6ade-4f86-afcf-35017a22c30c).
</code></pre>

<p>Is this the right way to disable API logs, so I can reduce my CloudWatch costs?</p>
",5008677.0,,174777.0,,2019-12-03 18:02:43,2019-12-03 18:02:43,Disable Cloudwatch logs for serverless websocket app,<amazon-web-services><websocket><aws-lambda><serverless>,1,0,0.0,,,CC BY-SA 4.0,I have a WebSocket API hosted on AWS using the serverless framework   The problem is that I am seeing 150k logs every minute  and it is costing a bunch  The following log groups are the problem:  /aws/apigateway/mzl9lpgzn0/production API-Gateway-Execution-Logs_xkkvpjzgqj/production  I have followed their docs to disable logs like so  but it is showing an error   Error:   Is this the right way to disable API logs  so I can reduce my CloudWatch costs  
55340604,1,,,2019-03-25 14:54:21,,3,1422,"<p>would love to hear some opinions regarding hosting of an Angular Universal app.</p>

<p>Question - EC2 vs AWS Lambda</p>

<p>After finishing my application I initially created t2.micro linux instance to host my app, was happy to see that the site scores 97 in Googles page speed insight test.</p>

<p>Afterwards I came across AWS lambda, a serverless way to run my server rendering app!, as its cost depends on the amount of requests (which Is extremely low on my website) thought that could be a nice way to avoid paying $10 a month.</p>

<p>The only issue is - Google speed test (using AWS Lambda) scored a sad 80...  with a huge red flag on server response time.
After doing a few more tests seems like the function became warmer and got up to 92. that's not 98 but I can live with that.</p>

<p>The thing is, as Im planning to get about 20-50 requests spread through out the entire day it will stay cold, so SEO wise I'll stay on 80 score website instead of 98.</p>

<p>Is there something I'm missing? As convenient as it is should I just stick with EC2 for my needs?</p>

<p>Thanks for reading &lt;3</p>
",7210967.0,,,,,2019-03-25 15:30:46,Angular Universal - AWS Lambda or EC2,<angular><amazon-ec2><aws-lambda><angular-universal><aws-serverless>,2,0,,,,CC BY-SA 4.0,would love to hear some opinions regarding hosting of an Angular Universal app  Question - EC2 vs AWS Lambda After finishing my application I initially created t2 micro linux instance to host my app  was happy to see that the site scores 97 in Googles page speed insight test  Afterwards I came across AWS lambda  a serverless way to run my server rendering app   as its cost depends on the amount of requests (which Is extremely low on my website) thought that could be a nice way to avoid paying $10 a month  The only issue is - Google speed test (using AWS Lambda) scored a sad 80     with a huge red flag on server response time  After doing a few more tests seems like the function became warmer and got up to 92  thats not 98 but I can live with that  The thing is  as Im planning to get about 20-50 requests spread through out the entire day it will stay cold  so SEO wise Ill stay on 80 score website instead of 98  Is there something Im missing  As convenient as it is should I just stick with EC2 for my needs  Thanks for reading &lt;3 
55352734,1,55352925.0,,2019-03-26 08:29:10,,1,470,"<p>I have built a deployment package with pandas, numpy, etc for my sample code to run. The size is some 46 MB. Doubt is, do I have to zip my code update every time and again update the entire deployment package to AWS S3 for a simple code update too?</p>

<p>Is there any other way, by which, I can avoid the 45 MB upload cost of S3 everytime and just upload the few KBs of code?</p>
",5536733.0,,8708364.0,,2019-03-26 08:30:19,2019-04-22 00:23:44,AWS Lambda Deployment Package minute code change need every time update,<python><pandas><amazon-web-services><aws-lambda><python-3.6>,2,0,,,,CC BY-SA 4.0,I have built a deployment package with pandas  numpy  etc for my sample code to run  The size is some 46 MB  Doubt is  do I have to zip my code update every time and again update the entire deployment package to AWS S3 for a simple code update too  Is there any other way  by which  I can avoid the 45 MB upload cost of S3 everytime and just upload the few KBs of code  
55421789,1,,,2019-03-29 16:31:31,,0,102,"<p>The goal is to scan and return all of the items in a DynamoDB table, <strong>but</strong> before the response is returned, modify a specific attribute of each specific item.</p>

<p>I have this completed already, but I'm curious to know if there is a more cost-effective way without looping through all the items.</p>

<p>Currently I'm returning a complete scan of the table and looping through each list item (found out it is not an object but a list):</p>

<pre><code>    dynamodb = boto3.resource('dynamodb')
    table = dynamodb.Table('&lt;table name&gt;')

    response = table.scan()

    items = response['Items']

    for item in items:
        item['Thumbnail'] = 'https://s3.amazonaws.com/&lt;s3bucket&gt;/' + item['Thumbnail']

    return items
</code></pre>

<p>I doubt the solution can be resolved without looping but if there is a solution that avoids looping I'm eager to hear it!</p>
",6122410.0,,6122410.0,,2019-03-29 17:16:34,2019-03-29 18:07:17,Modify item attribute after scan using boto3 in AWS Lambda,<python><amazon-web-services><aws-lambda><amazon-dynamodb><boto3>,1,0,,,,CC BY-SA 4.0,The goal is to scan and return all of the items in a DynamoDB table  but before the response is returned  modify a specific attribute of each specific item  I have this completed already  but Im curious to know if there is a more cost-effective way without looping through all the items  Currently Im returning a complete scan of the table and looping through each list item (found out it is not an object but a list):  I doubt the solution can be resolved without looping but if there is a solution that avoids looping Im eager to hear it  
37439656,1,37473351.0,,2016-05-25 14:08:07,,4,2351,"<p>What I'm trying to do here is sending a notification via SNS and APNS when a specific user is part of a newly added DynamoDB Item. I want to send it to the users Cognito Identity ID, not to device token.</p>

<p>So Lambda should be triggered when the item is added and then go through a list of Cognito Identity IDs, which is also part of the item. </p>

<p>Then Lambda is supposed to publish the push notifications to each Cognito Identity ID. </p>

<p>All the devices are registered as endpoints within sns. I also keep the Cognito Identity ID in the ""user data"" row for the endpoint.</p>

<p>But i didn't find a way to send notifications directly to a Cognito Identity ID. Do i have to add a topic for each user and send the notification to that topic? Or do i have to store another DynamoDB table to map Cognito Identity IDs to device tokens? It would be great if someone knew an easier and not too expensive way!</p>

<p>Thank you!</p>
",5506731.0,,5506731.0,,2016-05-25 14:14:45,2016-05-27 01:21:41,AWS SNS Publish to specific User via Cognito Identity ID,<amazon-web-services><amazon-dynamodb><amazon-sns><aws-lambda>,1,0,2.0,,,CC BY-SA 3.0,What Im trying to do here is sending a notification via SNS and APNS when a specific user is part of a newly added DynamoDB Item  I want to send it to the users Cognito Identity ID  not to device token  So Lambda should be triggered when the item is added and then go through a list of Cognito Identity IDs  which is also part of the item   Then Lambda is supposed to publish the push notifications to each Cognito Identity ID   All the devices are registered as endpoints within sns  I also keep the Cognito Identity ID in the user data row for the endpoint  But i didnt find a way to send notifications directly to a Cognito Identity ID  Do i have to add a topic for each user and send the notification to that topic  Or do i have to store another DynamoDB table to map Cognito Identity IDs to device tokens  It would be great if someone knew an easier and not too expensive way  Thank you  
55740175,1,55740844.0,,2019-04-18 06:22:56,,0,736,"<p>What is the simplest and most cost effective way to trigger/run an AWS Lambda job whenever a file is put in the AWS S3 Bucket (in a certain path; Even though I know its all object in S3 and not like a File System, but still folder system exists for users' ease)?</p>
",5536733.0,,174777.0,,2019-04-18 07:10:40,2019-04-18 07:10:40,How to Trigger AWS Lambda job when a data is loaded into a certain S3 bucket?,<amazon-web-services><amazon-s3><aws-lambda><amazon-sns><amazon-cloudwatch>,1,0,,,,CC BY-SA 4.0,What is the simplest and most cost effective way to trigger/run an AWS Lambda job whenever a file is put in the AWS S3 Bucket (in a certain path; Even though I know its all object in S3 and not like a File System  but still folder system exists for users ease)  
56991822,1,,,2019-07-11 14:41:22,,7,360,"<p>I'm trying to understand the various steps and requirements I need to go through in order to make our website available from China, both on the regulation side (Great Firewall) but also on the technical side (technical limitations and changes to perform) for <a href=""https://unly.org/"" rel=""noreferrer"">https://unly.org/</a></p>
<p>Right now, it doesn't seem to be allowed: <a href=""http://www.chinafirewalltest.com/?siteurl=https%3A%2F%2Funly.org%2F"" rel=""noreferrer"">http://www.chinafirewalltest.com/?siteurl=https%3A%2F%2Funly.org%2F</a></p>
<p><a href=""https://i.stack.imgur.com/9JKIs.png"" rel=""noreferrer""><img src=""https://i.stack.imgur.com/9JKIs.png"" alt=""enter image description here"" /></a></p>
<p>I don't need nor want to own a .ch website, I just want to make my website available for Chinese at <a href=""https://unly.org/"" rel=""noreferrer"">https://unly.org/</a>. Also, the website is currently hosted on AWS Lambda (using the Serverless framework), and only deployed in the eu-west-1 region (Ireland) only.</p>
<p>The website doesn't sell anything online: It's an information website, not e-commerce.</p>
<hr />
<p>I've looked into this issue for a few hours, but I'm a bit lost regarding the exact steps needed to make it happen.</p>
<p>Here are a few questions I haven't found answers for:</p>
<ul>
<li>Does deploying the lambda to <code>cn-north-1</code> (China Beijing) is a requirement or can Chinese users access my <code>eu-west-1</code> lambda if I get an ICP license?</li>
</ul>
<p>Regardless of the deploying region, I seem to need an ICP License, as the AWS FAQ says at
<a href=""https://www.amazonaws.cn/en/about-aws/china/faqs/#new%20step"" rel=""noreferrer"">https://www.amazonaws.cn/en/about-aws/china/faqs/#new%20step</a>:</p>
<blockquote>
<p><strong>Q: Do I need to file for ICP Recordal or ICP License if I want to host public content on AWS China (Beijing) Region or AWS China (Ningxia) Region?</strong></p>
<p>Yes. In accordance with Chinese laws and regulations, if you use either AWS China Region to host a website providing non-commercial internet information services, you must undertake filing procedures for a non-commercial website (“ICP Recordal”) through the relevant government authority. If you use either AWS China Region to host a website providing commercial internet information services, you must obtain a value-added telecommunications license for a commercial website (“ICP License”) from the relevant government authority. You may be required to produce your ICP Recordal or ICP License, as applicable, before you host public content using one of the AWS China Regions.</p>
<p>AWS China (Beijing) Region is operated by Sinnet, who is responsible for content hosted in the Beijing Region, while AWS China (Ningxia) Region is operated by NWCD, who is responsible for content hosted in the Ningxia Region. Both Sinnet and NWCD provide support at no additional charge for customers seeking ICP related services, though customers are responsible for any fees imposed by the applicable government authorities. To learn more about the filing procedures, please visit Sinnet at <a href=""http://www.sinnet.com.cn/service.aspx?PartNodeId=35"" rel=""noreferrer"">http://www.sinnet.com.cn/service.aspx?PartNodeId=35</a> and NWCD at <a href=""http://nwcdcloud.cn/ICP.aspx"" rel=""noreferrer"">http://nwcdcloud.cn/ICP.aspx</a>.</p>
</blockquote>
<p>As for actually getting the license, it's a bit out of topic here, but I couldn't understand the first provider workflow:</p>
<ul>
<li><a href=""http://www.sinnet.com.cn/en/"" rel=""noreferrer"">http://www.sinnet.com.cn/en/</a> website is a mix of english and chinese and I got lost in translation (even when using their english website version)</li>
<li><a href=""http://nwcdcloud.cn/ContactUs.aspx"" rel=""noreferrer"">http://nwcdcloud.cn/ContactUs.aspx</a> seems to require to send an email to support@amazonaws.com.cn, no idea what happens next</li>
</ul>
<p>Anyway, the process seems to take around 4-6 weeks. So, it likely takes even more time than that.</p>
<hr />
<p>Regarding the technical details now, it seems like the China region (<code>cn-north-1</code> Beijing and <code>cn-northwest-1</code> Ningxia) behave in a very particular way on AWS Lambda.</p>
<ol>
<li>They only support <code>REGIONAL</code> endpoints</li>
<li>They do not support native Serverless <code>environment</code> variables</li>
</ol>
<p>See</p>
<ul>
<li><a href=""https://github.com/serverless/serverless/pull/4665#issuecomment-365843810"" rel=""noreferrer"">https://github.com/serverless/serverless/pull/4665#issuecomment-365843810</a></li>
<li><a href=""https://stackoverflow.com/questions/56080161/lambda-environmentvariablesfeature-is-not-supported-in-cn-north-1-region/56080504#56080504"">Lambda - EnvironmentVariablesFeature is not supported in cn-north-1 region</a></li>
</ul>
<p>Also, there are technical impacts on the website itself:</p>
<ul>
<li>Google services are banned, or limited (Google Analytics (limited), Google Tag Manager, Google Fonts (banned)) and must be changed, converted to owned CDN, etc.</li>
</ul>
<p>And I've probably missed other technical limitations, since that's just those I learned about within 2h of digging around.</p>
<p>Are there other steps I overlooked? (regulation or technical)
Do you have any advices or feedback about how to make a website hosted on AWS Lambda available in China?</p>
",2391795.0,,-1.0,,2020-06-20 09:12:55,2020-04-16 23:02:44,AWS Lambda + Serverless framework - Make website accessible from China,<amazon-web-services><aws-lambda><serverless-framework><aws-serverless><great-firewall-of-china>,1,0,3.0,,,CC BY-SA 4.0,Im trying to understand the various steps and requirements I need to go through in order to make our website available from China  both on the regulation side (Great Firewall) but also on the technical side (technical limitations and changes to perform) for  Right now  it doesnt seem to be allowed:   I dont need nor want to own a  ch website  I just want to make my website available for Chinese at   Also  the website is currently hosted on AWS Lambda (using the Serverless framework)  and only deployed in the eu-west-1 region (Ireland) only  The website doesnt sell anything online: Its an information website  not e-commerce   Ive looked into this issue for a few hours  but Im a bit lost regarding the exact steps needed to make it happen  Here are a few questions I havent found answers for:  Does deploying the lambda to  (China Beijing) is a requirement or can Chinese users access my  lambda if I get an ICP license   Regardless of the deploying region  I seem to need an ICP License  as the AWS FAQ says at :  Q: Do I need to file for ICP Recordal or ICP License if I want to host public content on AWS China (Beijing) Region or AWS China (Ningxia) Region  Yes  In accordance with Chinese laws and regulations  if you use either AWS China Region to host a website providing non-commercial internet information services  you must undertake filing procedures for a non-commercial website (“ICP Recordal”) through the relevant government authority  If you use either AWS China Region to host a website providing commercial internet information services  you must obtain a value-added telecommunications license for a commercial website (“ICP License”) from the relevant government authority  You may be required to produce your ICP Recordal or ICP License  as applicable  before you host public content using one of the AWS China Regions  AWS China (Beijing) Region is operated by Sinnet  who is responsible for content hosted in the Beijing Region  while AWS China (Ningxia) Region is operated by NWCD  who is responsible for content hosted in the Ningxia Region  Both Sinnet and NWCD provide support at no additional charge for customers seeking ICP related services  though customers are responsible for any fees imposed by the applicable government authorities  To learn more about the filing procedures  please visit Sinnet at  and NWCD at    As for actually getting the license  its a bit out of topic here  but I couldnt understand the first provider workflow:   website is a mix of english and chinese and I got lost in translation (even when using their english website version)  seems to require to send an email to support@amazonaws com cn  no idea what happens next  Anyway  the process seems to take around 4-6 weeks  So  it likely takes even more time than that   Regarding the technical details now  it seems like the China region ( Beijing and  Ningxia) behave in a very particular way on AWS Lambda   They only support  endpoints They do not support native Serverless  variables  See     Also  there are technical impacts on the website itself:  Google services are banned  or limited (Google Analytics (limited)  Google Tag Manager  Google Fonts (banned)) and must be changed  converted to owned CDN  etc   And Ive probably missed other technical limitations  since thats just those I learned about within 2h of digging around  Are there other steps I overlooked  (regulation or technical) Do you have any advices or feedback about how to make a website hosted on AWS Lambda available in China  
56997106,1,,,2019-07-11 20:48:45,,0,318,"<p>I am working on creating a lambda manager that interacts with other lambda instances.</p>

<p>The manager, which is also a lambda function will manage another lambda function that is executing a workload.</p>

<p><strong>edit:</strong>
<em>I am trying to execute workloads on a lambdas as if they were in a VM to take advantage of the serverless pricing model, performance, and convenience. This is a research project inspired by the findings of a few recent research papers.</em></p>

<p>This gives a quick overview of one of the papers: <a href=""https://www.serverlesscomputing.org/wosc4/presentations/p7-wosc2018_lloyd_pdf_version.pdf"" rel=""nofollow noreferrer"">https://www.serverlesscomputing.org/wosc4/presentations/p7-wosc2018_lloyd_pdf_version.pdf</a></p>

<p>The manager will have the ability to:</p>

<ul>
<li>act as a keep alive function to allow the workload to persist</li>
<li>destroy the lambda executing a workload (in python: call sys.exit()) </li>
<li>have some scheduling properties</li>
</ul>

<p>and so my thinking is that I need a way to send a message or 
interact with that lambda instance.</p>

<p><strong>Methods for communicating between two lambda instances?</strong></p>

<p>I have tried using the Gateway API with websockets but that only lets me redirect to specific lambda functions, which is useful but not for the current problem.</p>

<p>I have looked at SNS, I think it can be done with SNS by creating a new topic and passing the arn to the invoked worker lambda but that seems ineffecient. The idea  came from here: <a href=""https://stackoverflow.com/questions/44655685/aws-sqs-asynchronous-queuing-pattern-request-response"">AWS SQS Asynchronous Queuing Pattern (Request/Response)</a>.</p>

<p>Thank you so much!</p>
",6069825.0,,6069825.0,,2019-07-24 23:36:10,2019-07-24 23:36:10,Communication options for lambda instances?,<amazon-web-services><aws-lambda><boto3>,0,3,1.0,,,CC BY-SA 4.0,I am working on creating a lambda manager that interacts with other lambda instances  The manager  which is also a lambda function will manage another lambda function that is executing a workload  edit: I am trying to execute workloads on a lambdas as if they were in a VM to take advantage of the serverless pricing model  performance  and convenience  This is a research project inspired by the findings of a few recent research papers  This gives a quick overview of one of the papers:  The manager will have the ability to:  act as a keep alive function to allow the workload to persist destroy the lambda executing a workload (in python: call sys exit())  have some scheduling properties  and so my thinking is that I need a way to send a message or  interact with that lambda instance  Methods for communicating between two lambda instances  I have tried using the Gateway API with websockets but that only lets me redirect to specific lambda functions  which is useful but not for the current problem  I have looked at SNS  I think it can be done with SNS by creating a new topic and passing the arn to the invoked worker lambda but that seems ineffecient  The idea  came from here:   Thank you so much  
39153410,1,39153501.0,,2016-08-25 19:34:22,,1,679,"<p>I am seeing a steep increase on my AWS account costs. The largest cost items are: <strong>EC2: 67% RDS: 12%</strong></p>

<p>I have more than 50 stopped EC2s. One of them has been sitting there in a stopped state from September of the year 2015.</p>

<p>I found the way to get the stopped time of EC2s using variable called:</p>

<blockquote>
  <p>state_transition_reason</p>
</blockquote>

<p>Here how the code looks:</p>

<pre><code>import boto3

session = boto3.Session(region_name=""us-east-1"")
ec2 = session.resource('ec2')

instances = ec2.instances.filter(
            Filters=[{'Name': 'instance-state-name', 'Values': ['stopped']}])

count = 0

for i in instances:
   print ""{0}, {1}, {2}"".format( i.id, i.state_transition_reason, i.state['Name']) 
   count +=1

print count
</code></pre>

<p>It prints out the following information:</p>

<pre><code>i-pll78233b, User initiated (2016-07-06 21:14:03 GMT), stopped
i-tr62l5647, User initiated (2015-12-18 21:35:20 GMT), stopped
i-9oc4391ca, User initiated (2016-03-17 04:37:46 GMT), stopped
55
</code></pre>

<p><strong>My question is</strong>: How can I sort instances (EC2s) by their time being stopped. In my example I would love to see the output in the following order starting from year 2015 accordingly:</p>

<pre><code>i-tr62l5647, User initiated (2015-12-18 21:35:20 GMT), stopped
i-9oc4391ca, User initiated (2016-03-17 04:37:46 GMT), stopped
i-pll78233b, User initiated (2016-07-06 21:14:03 GMT), stopped
55
</code></pre>

<p>Thanks.</p>
",6728217.0,,,,,2016-08-25 20:04:25,"How to sort stopped EC2s by time using ""state_transition_reason"" variable? Python Boto3",<python><amazon-web-services><amazon-ec2><aws-lambda><boto3>,1,0,1.0,,,CC BY-SA 3.0,I am seeing a steep increase on my AWS account costs  The largest cost items are: EC2: 67% RDS: 12% I have more than 50 stopped EC2s  One of them has been sitting there in a stopped state from September of the year 2015  I found the way to get the stopped time of EC2s using variable called:  state_transition_reason  Here how the code looks:  It prints out the following information:  My question is: How can I sort instances (EC2s) by their time being stopped  In my example I would love to see the output in the following order starting from year 2015 accordingly:  Thanks  
56049038,1,,,2019-05-08 21:04:53,,-3,310,"<p>What are other cloud-based, serverless, managed databases that have a pricing system similar to DynamoDB? I'm specifically talking about the <strong>On-Demand</strong> mode of DynamoDB</p>

<p>By similar I mean, being able to pay per requests and per GB/Month or similar, instead of paying a fixed monthly fee, I understand this will mostly gear towards NoSQL databases but for me <strong>it doesn't matter the type of database</strong>.</p>

<p>Apart from DynamoDB, I have also found FaunaDB, but it lacks documentation and tools/integrations</p>

<p>It's important to note that I'm not considering pay per hour here, as that is irrelevant once you go to production.</p>
",3529833.0,,3416135.0,,2019-06-18 18:27:06,2019-06-18 18:27:06,DynamoDB alternatives in terms of pricing? (Only pay what you use),<nosql><amazon-dynamodb><cloud><serverless><amazon-timestream>,1,2,,,,CC BY-SA 4.0,What are other cloud-based  serverless  managed databases that have a pricing system similar to DynamoDB  Im specifically talking about the On-Demand mode of DynamoDB By similar I mean  being able to pay per requests and per GB/Month or similar  instead of paying a fixed monthly fee  I understand this will mostly gear towards NoSQL databases but for me it doesnt matter the type of database  Apart from DynamoDB  I have also found FaunaDB  but it lacks documentation and tools/integrations Its important to note that Im not considering pay per hour here  as that is irrelevant once you go to production  
55031936,1,,,2019-03-06 20:52:10,,0,733,"<p>The context here is simple, there's a lambda (lambda1) that creates a file asynchronously and then uploads it to S3.</p>

<p>Then, another lambda (lambda2) receives the soon-to-exist file name and needs to keep checking S3 until the file exists.</p>

<p>I don't think S3 triggers will work because lambda2 is invoked by a client request</p>

<p>1) Do I get charged for this kind of request between lambda and S3? I will be polling it until the object exists</p>

<p>2) What other way could I achieve this that doesn't incur charges?</p>

<p>3) What method do I use to check if a file exists in S3? (just try to get it and check status code?)</p>
",3529833.0,,3529833.0,,2019-03-06 21:02:15,2019-03-06 21:15:14,Long polling AWS S3 to check if item exists?,<python-3.x><amazon-web-services><amazon-s3><aws-lambda><boto3>,2,4,,,,CC BY-SA 4.0,The context here is simple  theres a lambda (lambda1) that creates a file asynchronously and then uploads it to S3  Then  another lambda (lambda2) receives the soon-to-exist file name and needs to keep checking S3 until the file exists  I dont think S3 triggers will work because lambda2 is invoked by a client request 1) Do I get charged for this kind of request between lambda and S3  I will be polling it until the object exists 2) What other way could I achieve this that doesnt incur charges  3) What method do I use to check if a file exists in S3  (just try to get it and check status code ) 
